"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Italy (IT)","Actual Total Load [MW] - Italy (IT)"
"10.04.2023 03:00 - 10.04.2023 04:00","17710","17494"
"10.04.2023 04:00 - 10.04.2023 05:00","17882","17606"
"10.04.2023 05:00 - 10.04.2023 06:00","18411","18311"
"10.04.2023 06:00 - 10.04.2023 07:00","19383","19039"
"10.04.2023 07:00 - 10.04.2023 08:00","20140","19779"
"10.04.2023 08:00 - 10.04.2023 09:00","22023","21869"
"10.04.2023 09:00 - 10.04.2023 10:00","23408","23798"
"10.04.2023 10:00 - 10.04.2023 11:00","23512","23449"
"10.04.2023 11:00 - 10.04.2023 12:00","23397","22700"
"10.04.2023 12:00 - 10.04.2023 13:00","22845","22102"
"10.04.2023 13:00 - 10.04.2023 14:00","21338","20210"
"10.04.2023 14:00 - 10.04.2023 15:00","20400","19651"
"10.04.2023 15:00 - 10.04.2023 16:00","20281","20549"
"10.04.2023 16:00 - 10.04.2023 17:00","20796","20566"
"10.04.2023 17:00 - 10.04.2023 18:00","21890","21574"
"10.04.2023 18:00 - 10.04.2023 19:00","23287","22885"
"10.04.2023 19:00 - 10.04.2023 20:00","25474","25061"
"10.04.2023 20:00 - 10.04.2023 21:00","27731","27006"
"10.04.2023 21:00 - 10.04.2023 22:00","27248","26008"
"10.04.2023 22:00 - 10.04.2023 23:00","25001","24126"
"10.04.2023 23:00 - 11.04.2023 00:00","22742","21926"
"11.04.2023 00:00 - 11.04.2023 01:00","21278","20494"
"11.04.2023 01:00 - 11.04.2023 02:00","19786","19224"
"11.04.2023 02:00 - 11.04.2023 03:00","19170","18634"
"11.04.2023 03:00 - 11.04.2023 04:00","19150","18481"
"11.04.2023 04:00 - 11.04.2023 05:00","19755","18975"
"11.04.2023 05:00 - 11.04.2023 06:00","21742","21274"
"11.04.2023 06:00 - 11.04.2023 07:00","26967","26231"
"11.04.2023 07:00 - 11.04.2023 08:00","32398","31021"
"11.04.2023 08:00 - 11.04.2023 09:00","36537","36145"
"11.04.2023 09:00 - 11.04.2023 10:00","37367","37653"
"11.04.2023 10:00 - 11.04.2023 11:00","36834","36893"
"11.04.2023 11:00 - 11.04.2023 12:00","36086","36048"
"11.04.2023 12:00 - 11.04.2023 13:00","34290","33928"
"11.04.2023 13:00 - 11.04.2023 14:00","34395","34178"
"11.04.2023 14:00 - 11.04.2023 15:00","35245","34480"
"11.04.2023 15:00 - 11.04.2023 16:00","35562","34508"
"11.04.2023 16:00 - 11.04.2023 17:00","35549","34663"
"11.04.2023 17:00 - 11.04.2023 18:00","34705","34022"
"11.04.2023 18:00 - 11.04.2023 19:00","34868","33982"
"11.04.2023 19:00 - 11.04.2023 20:00","36064","35406"
"11.04.2023 20:00 - 11.04.2023 21:00","36935","36866"
"11.04.2023 21:00 - 11.04.2023 22:00","34698","34587"
"11.04.2023 22:00 - 11.04.2023 23:00","31165","31099"
"11.04.2023 23:00 - 12.04.2023 00:00","28068","28232"
"12.04.2023 00:00 - 12.04.2023 01:00","25463","25734"
"12.04.2023 01:00 - 12.04.2023 02:00","24022","24164"
"12.04.2023 02:00 - 12.04.2023 03:00","23319","23267"
"12.04.2023 03:00 - 12.04.2023 04:00","23125","23241"
"12.04.2023 04:00 - 12.04.2023 05:00","23578","23382"
"12.04.2023 05:00 - 12.04.2023 06:00","25579","24936"
"12.04.2023 06:00 - 12.04.2023 07:00","30809","29269"
"12.04.2023 07:00 - 12.04.2023 08:00","34850","34266"
"12.04.2023 08:00 - 12.04.2023 09:00","38973","39182"
"12.04.2023 09:00 - 12.04.2023 10:00","39707","40068"
"12.04.2023 10:00 - 12.04.2023 11:00","38671","39667"
"12.04.2023 11:00 - 12.04.2023 12:00","37844","39459"
"12.04.2023 12:00 - 12.04.2023 13:00","35975","37343"
"12.04.2023 13:00 - 12.04.2023 14:00","35702","36499"
"12.04.2023 14:00 - 12.04.2023 15:00","36270","36875"
"12.04.2023 15:00 - 12.04.2023 16:00","36285","37018"
"12.04.2023 16:00 - 12.04.2023 17:00","36259","37014"
"12.04.2023 17:00 - 12.04.2023 18:00","35560","36433"
"12.04.2023 18:00 - 12.04.2023 19:00","35637","35897"
"12.04.2023 19:00 - 12.04.2023 20:00","36818","36791"
"12.04.2023 20:00 - 12.04.2023 21:00","37311","37306"
"12.04.2023 21:00 - 12.04.2023 22:00","34976","34716"
"12.04.2023 22:00 - 12.04.2023 23:00","31415","31364"
"12.04.2023 23:00 - 13.04.2023 00:00","28651","28556"
"13.04.2023 00:00 - 13.04.2023 01:00","26130","26078"
"13.04.2023 01:00 - 13.04.2023 02:00","24626","24605"
"13.04.2023 02:00 - 13.04.2023 03:00","23682","23789"
"13.04.2023 03:00 - 13.04.2023 04:00","23330","23550"
"13.04.2023 04:00 - 13.04.2023 05:00","23850","23923"
"13.04.2023 05:00 - 13.04.2023 06:00","25431","25469"
"13.04.2023 06:00 - 13.04.2023 07:00","29891","29913"
"13.04.2023 07:00 - 13.04.2023 08:00","34930","35159"
"13.04.2023 08:00 - 13.04.2023 09:00","40022","38935"
"13.04.2023 09:00 - 13.04.2023 10:00","40890","39593"
"13.04.2023 10:00 - 13.04.2023 11:00","40283","39896"
"13.04.2023 11:00 - 13.04.2023 12:00","39947","39991"
"13.04.2023 12:00 - 13.04.2023 13:00","38163","37298"
"13.04.2023 13:00 - 13.04.2023 14:00","37191","37071"
"13.04.2023 14:00 - 13.04.2023 15:00","37480","37864"
"13.04.2023 15:00 - 13.04.2023 16:00","37618","38350"
"13.04.2023 16:00 - 13.04.2023 17:00","37528","38033"
"13.04.2023 17:00 - 13.04.2023 18:00","36742","37267"
"13.04.2023 18:00 - 13.04.2023 19:00","36001","36612"
"13.04.2023 19:00 - 13.04.2023 20:00","37138","37681"
"13.04.2023 20:00 - 13.04.2023 21:00","38111","37869"
"13.04.2023 21:00 - 13.04.2023 22:00","36127","35442"
"13.04.2023 22:00 - 13.04.2023 23:00","32615","32034"
"13.04.2023 23:00 - 14.04.2023 00:00","29455","29010"
"14.04.2023 00:00 - 14.04.2023 01:00","27008","26474"
"14.04.2023 01:00 - 14.04.2023 02:00","25406","25059"
"14.04.2023 02:00 - 14.04.2023 03:00","24502","24302"
"14.04.2023 03:00 - 14.04.2023 04:00","24131","24018"
"14.04.2023 04:00 - 14.04.2023 05:00","24223","24356"
"14.04.2023 05:00 - 14.04.2023 06:00","25646","25865"
"14.04.2023 06:00 - 14.04.2023 07:00","30077","30149"
"14.04.2023 07:00 - 14.04.2023 08:00","35136","35117"
"14.04.2023 08:00 - 14.04.2023 09:00","38535","39020"
"14.04.2023 09:00 - 14.04.2023 10:00","39262","39550"
"14.04.2023 10:00 - 14.04.2023 11:00","39408","38630"
"14.04.2023 11:00 - 14.04.2023 12:00","39721","37633"
"14.04.2023 12:00 - 14.04.2023 13:00","36513","35842"
"14.04.2023 13:00 - 14.04.2023 14:00","35930","34412"
"14.04.2023 14:00 - 14.04.2023 15:00","36548","34922"
"14.04.2023 15:00 - 14.04.2023 16:00","36377","35041"
"14.04.2023 16:00 - 14.04.2023 17:00","36217","35167"
"14.04.2023 17:00 - 14.04.2023 18:00","35293","34755"
"14.04.2023 18:00 - 14.04.2023 19:00","34817","34604"
"14.04.2023 19:00 - 14.04.2023 20:00","36428","36062"
"14.04.2023 20:00 - 14.04.2023 21:00","37163","36831"
"14.04.2023 21:00 - 14.04.2023 22:00","35058","34581"
"14.04.2023 22:00 - 14.04.2023 23:00","32022","31374"
"14.04.2023 23:00 - 15.04.2023 00:00","29363","28646"
"15.04.2023 00:00 - 15.04.2023 01:00","25208","26350"
"15.04.2023 01:00 - 15.04.2023 02:00","23638","25011"
"15.04.2023 02:00 - 15.04.2023 03:00","22697","23980"
"15.04.2023 03:00 - 15.04.2023 04:00","22318","23530"
"15.04.2023 04:00 - 15.04.2023 05:00","22582","23348"
"15.04.2023 05:00 - 15.04.2023 06:00","23269","23920"
"15.04.2023 06:00 - 15.04.2023 07:00","25025","25362"
"15.04.2023 07:00 - 15.04.2023 08:00","28076","27776"
"15.04.2023 08:00 - 15.04.2023 09:00","30707","30476"
"15.04.2023 09:00 - 15.04.2023 10:00","31445","30991"
"15.04.2023 10:00 - 15.04.2023 11:00","31654","30330"
"15.04.2023 11:00 - 15.04.2023 12:00","30910","29650"
"15.04.2023 12:00 - 15.04.2023 13:00","29548","29171"
"15.04.2023 13:00 - 15.04.2023 14:00","28288","27824"
"15.04.2023 14:00 - 15.04.2023 15:00","27714","27252"
"15.04.2023 15:00 - 15.04.2023 16:00","27796","26958"
"15.04.2023 16:00 - 15.04.2023 17:00","28220","27690"
"15.04.2023 17:00 - 15.04.2023 18:00","28545","28333"
"15.04.2023 18:00 - 15.04.2023 19:00","29146","28844"
"15.04.2023 19:00 - 15.04.2023 20:00","30629","30582"
"15.04.2023 20:00 - 15.04.2023 21:00","31522","31794"
"15.04.2023 21:00 - 15.04.2023 22:00","29840","29689"
"15.04.2023 22:00 - 15.04.2023 23:00","27569","27700"
"15.04.2023 23:00 - 16.04.2023 00:00","25433","25597"
"16.04.2023 00:00 - 16.04.2023 01:00","22957","23491"
"16.04.2023 01:00 - 16.04.2023 02:00","21473","21929"
"16.04.2023 02:00 - 16.04.2023 03:00","20626","20951"
"16.04.2023 03:00 - 16.04.2023 04:00","20277","20443"
"16.04.2023 04:00 - 16.04.2023 05:00","20568","20425"
"16.04.2023 05:00 - 16.04.2023 06:00","20918","20794"
"16.04.2023 06:00 - 16.04.2023 07:00","21263","21275"
"16.04.2023 07:00 - 16.04.2023 08:00","22031","22256"
"16.04.2023 08:00 - 16.04.2023 09:00","23901","24172"
"16.04.2023 09:00 - 16.04.2023 10:00","25143","25353"
"16.04.2023 10:00 - 16.04.2023 11:00","25635","25875"
"16.04.2023 11:00 - 16.04.2023 12:00","25964","26201"
"16.04.2023 12:00 - 16.04.2023 13:00","25971","27147"
"16.04.2023 13:00 - 16.04.2023 14:00","24808","25732"
"16.04.2023 14:00 - 16.04.2023 15:00","23940","24870"
"16.04.2023 15:00 - 16.04.2023 16:00","23704","24864"
"16.04.2023 16:00 - 16.04.2023 17:00","24048","24230"
"16.04.2023 17:00 - 16.04.2023 18:00","24369","25001"
"16.04.2023 18:00 - 16.04.2023 19:00","25508","26535"
"16.04.2023 19:00 - 16.04.2023 20:00","27470","28720"
"16.04.2023 20:00 - 16.04.2023 21:00","29067","30332"
"16.04.2023 21:00 - 16.04.2023 22:00","28151","29041"
"16.04.2023 22:00 - 16.04.2023 23:00","26221","27185"
"16.04.2023 23:00 - 17.04.2023 00:00","24057","24609"
"17.04.2023 00:00 - 17.04.2023 01:00","21172","21980"
"17.04.2023 01:00 - 17.04.2023 02:00","19969","20814"
"17.04.2023 02:00 - 17.04.2023 03:00","19579","20172"
"17.04.2023 03:00 - 17.04.2023 04:00","19504","20089"
"17.04.2023 04:00 - 17.04.2023 05:00","20256","20544"
"17.04.2023 05:00 - 17.04.2023 06:00","22641","22683"
"17.04.2023 06:00 - 17.04.2023 07:00","28080","27869"
"17.04.2023 07:00 - 17.04.2023 08:00","33698","33134"
"17.04.2023 08:00 - 17.04.2023 09:00","38558","37810"
"17.04.2023 09:00 - 17.04.2023 10:00","39467","38876"
"17.04.2023 10:00 - 17.04.2023 11:00","38249","38158"
"17.04.2023 11:00 - 17.04.2023 12:00","37190","37406"
"17.04.2023 12:00 - 17.04.2023 13:00","36003","35653"
"17.04.2023 13:00 - 17.04.2023 14:00","35236","34545"
"17.04.2023 14:00 - 17.04.2023 15:00","36110","35845"
"17.04.2023 15:00 - 17.04.2023 16:00","36461","36189"
"17.04.2023 16:00 - 17.04.2023 17:00","36283","36642"
"17.04.2023 17:00 - 17.04.2023 18:00","35491","35555"
"17.04.2023 18:00 - 17.04.2023 19:00","35531","34937"
"17.04.2023 19:00 - 17.04.2023 20:00","36430","36228"
"17.04.2023 20:00 - 17.04.2023 21:00","37713","37074"
"17.04.2023 21:00 - 17.04.2023 22:00","35520","34817"
"17.04.2023 22:00 - 17.04.2023 23:00","32007","31560"
"17.04.2023 23:00 - 18.04.2023 00:00","29081","28701"
"18.04.2023 00:00 - 18.04.2023 01:00","26424","26559"
"18.04.2023 01:00 - 18.04.2023 02:00","25039","25062"
"18.04.2023 02:00 - 18.04.2023 03:00","24024","24166"
"18.04.2023 03:00 - 18.04.2023 04:00","24011","23722"
"18.04.2023 04:00 - 18.04.2023 05:00","24307","24313"
"18.04.2023 05:00 - 18.04.2023 06:00","25960","26065"
"18.04.2023 06:00 - 18.04.2023 07:00","30534","30060"
"18.04.2023 07:00 - 18.04.2023 08:00","35471","35199"
"18.04.2023 08:00 - 18.04.2023 09:00","39063","38745"
"18.04.2023 09:00 - 18.04.2023 10:00","40108","38723"
"18.04.2023 10:00 - 18.04.2023 11:00","39005","37484"
"18.04.2023 11:00 - 18.04.2023 12:00","38330","36869"
"18.04.2023 12:00 - 18.04.2023 13:00","35705","35187"
"18.04.2023 13:00 - 18.04.2023 14:00","34297","35732"
"18.04.2023 14:00 - 18.04.2023 15:00","35001","35833"
"18.04.2023 15:00 - 18.04.2023 16:00","35859","36056"
"18.04.2023 16:00 - 18.04.2023 17:00","36477","36477"
"18.04.2023 17:00 - 18.04.2023 18:00","35342","35941"
"18.04.2023 18:00 - 18.04.2023 19:00","35756","35665"
"18.04.2023 19:00 - 18.04.2023 20:00","36290","36699"
"18.04.2023 20:00 - 18.04.2023 21:00","37481","37817"
"18.04.2023 21:00 - 18.04.2023 22:00","35796","35415"
"18.04.2023 22:00 - 18.04.2023 23:00","32223","32295"
"18.04.2023 23:00 - 19.04.2023 00:00","29065","29482"
"19.04.2023 00:00 - 19.04.2023 01:00","26907","26802"
"19.04.2023 01:00 - 19.04.2023 02:00","25495","25253"
"19.04.2023 02:00 - 19.04.2023 03:00","24738","24465"
"19.04.2023 03:00 - 19.04.2023 04:00","24402","24075"
"19.04.2023 04:00 - 19.04.2023 05:00","24590","24303"
"19.04.2023 05:00 - 19.04.2023 06:00","26234","25841"
"19.04.2023 06:00 - 19.04.2023 07:00","30143","29640"
"19.04.2023 07:00 - 19.04.2023 08:00","35277","34809"
"19.04.2023 08:00 - 19.04.2023 09:00","38427","38868"
"19.04.2023 09:00 - 19.04.2023 10:00","38574","39584"
"19.04.2023 10:00 - 19.04.2023 11:00","38001","38285"
"19.04.2023 11:00 - 19.04.2023 12:00","37450","37290"
"19.04.2023 12:00 - 19.04.2023 13:00","35195","35233"
"19.04.2023 13:00 - 19.04.2023 14:00","35603","35124"
"19.04.2023 14:00 - 19.04.2023 15:00","36030","36441"
"19.04.2023 15:00 - 19.04.2023 16:00","35716","36642"
"19.04.2023 16:00 - 19.04.2023 17:00","36086","37016"
"19.04.2023 17:00 - 19.04.2023 18:00","35790","36316"
"19.04.2023 18:00 - 19.04.2023 19:00","35633","35626"
"19.04.2023 19:00 - 19.04.2023 20:00","36358","36372"
"19.04.2023 20:00 - 19.04.2023 21:00","37530","37457"
"19.04.2023 21:00 - 19.04.2023 22:00","36305","35137"
"19.04.2023 22:00 - 19.04.2023 23:00","32848","31797"
"19.04.2023 23:00 - 20.04.2023 00:00","29566","28926"
"20.04.2023 00:00 - 20.04.2023 01:00","27016","26582"
"20.04.2023 01:00 - 20.04.2023 02:00","25454","24846"
"20.04.2023 02:00 - 20.04.2023 03:00","24606","23906"
"20.04.2023 03:00 - 20.04.2023 04:00","24246","23625"
"20.04.2023 04:00 - 20.04.2023 05:00","24523","23936"
"20.04.2023 05:00 - 20.04.2023 06:00","26046","25477"
"20.04.2023 06:00 - 20.04.2023 07:00","29802","29361"
"20.04.2023 07:00 - 20.04.2023 08:00","34732","34648"
"20.04.2023 08:00 - 20.04.2023 09:00","38590","38671"
"20.04.2023 09:00 - 20.04.2023 10:00","39439","39778"
"20.04.2023 10:00 - 20.04.2023 11:00","39031","39184"
"20.04.2023 11:00 - 20.04.2023 12:00","38463","38592"
"20.04.2023 12:00 - 20.04.2023 13:00","36551","36957"
"20.04.2023 13:00 - 20.04.2023 14:00","36327","37366"
"20.04.2023 14:00 - 20.04.2023 15:00","37241","38137"
"20.04.2023 15:00 - 20.04.2023 16:00","37404","37337"
"20.04.2023 16:00 - 20.04.2023 17:00","37227","36530"
"20.04.2023 17:00 - 20.04.2023 18:00","36576","36460"
"20.04.2023 18:00 - 20.04.2023 19:00","36450","35850"
"20.04.2023 19:00 - 20.04.2023 20:00","37231","36477"
"20.04.2023 20:00 - 20.04.2023 21:00","37527","37261"
"20.04.2023 21:00 - 20.04.2023 22:00","35381","34870"
"20.04.2023 22:00 - 20.04.2023 23:00","32040","31674"
"20.04.2023 23:00 - 21.04.2023 00:00","29236","28749"
"21.04.2023 00:00 - 21.04.2023 01:00","26839","26315"
"21.04.2023 01:00 - 21.04.2023 02:00","25141","24723"
"21.04.2023 02:00 - 21.04.2023 03:00","24351","23720"
"21.04.2023 03:00 - 21.04.2023 04:00","24027","23472"
"21.04.2023 04:00 - 21.04.2023 05:00","24301","23726"
"21.04.2023 05:00 - 21.04.2023 06:00","25767","25366"
"21.04.2023 06:00 - 21.04.2023 07:00","29543","29030"
"21.04.2023 07:00 - 21.04.2023 08:00","34625","34046"
"21.04.2023 08:00 - 21.04.2023 09:00","38690","37973"
"21.04.2023 09:00 - 21.04.2023 10:00","39569","39331"
"21.04.2023 10:00 - 21.04.2023 11:00","38694","38633"
"21.04.2023 11:00 - 21.04.2023 12:00","37415","37170"
"21.04.2023 12:00 - 21.04.2023 13:00","35632","34956"
"21.04.2023 13:00 - 21.04.2023 14:00","35023","34481"
"21.04.2023 14:00 - 21.04.2023 15:00","36064","35008"
"21.04.2023 15:00 - 21.04.2023 16:00","36029","34386"
"21.04.2023 16:00 - 21.04.2023 17:00","36087","34211"
"21.04.2023 17:00 - 21.04.2023 18:00","35422","34060"
"21.04.2023 18:00 - 21.04.2023 19:00","35016","33857"
"21.04.2023 19:00 - 21.04.2023 20:00","36094","34679"
"21.04.2023 20:00 - 21.04.2023 21:00","36866","35544"
"21.04.2023 21:00 - 21.04.2023 22:00","34730","33407"
"21.04.2023 22:00 - 21.04.2023 23:00","31587","30506"
"21.04.2023 23:00 - 22.04.2023 00:00","28936","27607"
"22.04.2023 00:00 - 22.04.2023 01:00","26067","25167"
"22.04.2023 01:00 - 22.04.2023 02:00","24369","23554"
"22.04.2023 02:00 - 22.04.2023 03:00","23111","22556"
"22.04.2023 03:00 - 22.04.2023 04:00","22678","22159"
"22.04.2023 04:00 - 22.04.2023 05:00","22670","22045"
"22.04.2023 05:00 - 22.04.2023 06:00","23392","22520"
"22.04.2023 06:00 - 22.04.2023 07:00","24609","23590"
"22.04.2023 07:00 - 22.04.2023 08:00","27082","26192"
"22.04.2023 08:00 - 22.04.2023 09:00","29123","28616"
"22.04.2023 09:00 - 22.04.2023 10:00","30636","29655"
"22.04.2023 10:00 - 22.04.2023 11:00","29785","28700"
"22.04.2023 11:00 - 22.04.2023 12:00","28328","27707"
"22.04.2023 12:00 - 22.04.2023 13:00","27127","26375"
"22.04.2023 13:00 - 22.04.2023 14:00","26008","25090"
"22.04.2023 14:00 - 22.04.2023 15:00","25627","25429"
"22.04.2023 15:00 - 22.04.2023 16:00","25387","25303"
"22.04.2023 16:00 - 22.04.2023 17:00","25464","25698"
"22.04.2023 17:00 - 22.04.2023 18:00","26262","26674"
"22.04.2023 18:00 - 22.04.2023 19:00","28000","27315"
"22.04.2023 19:00 - 22.04.2023 20:00","29159","28392"
"22.04.2023 20:00 - 22.04.2023 21:00","31029","29603"
"22.04.2023 21:00 - 22.04.2023 22:00","29430","27909"
"22.04.2023 22:00 - 22.04.2023 23:00","27641","25732"
"22.04.2023 23:00 - 23.04.2023 00:00","25383","23728"
"23.04.2023 00:00 - 23.04.2023 01:00","22317","22051"
"23.04.2023 01:00 - 23.04.2023 02:00","20932","20768"
"23.04.2023 02:00 - 23.04.2023 03:00","19914","19845"
"23.04.2023 03:00 - 23.04.2023 04:00","19612","19469"
"23.04.2023 04:00 - 23.04.2023 05:00","19607","19365"
"23.04.2023 05:00 - 23.04.2023 06:00","19914","19734"
"23.04.2023 06:00 - 23.04.2023 07:00","19968","19847"
"23.04.2023 07:00 - 23.04.2023 08:00","20925","21004"
"23.04.2023 08:00 - 23.04.2023 09:00","22472","23221"
"23.04.2023 09:00 - 23.04.2023 10:00","24247","24647"
"23.04.2023 10:00 - 23.04.2023 11:00","24224","24718"
"23.04.2023 11:00 - 23.04.2023 12:00","24030","24577"
"23.04.2023 12:00 - 23.04.2023 13:00","23738","24108"
"23.04.2023 13:00 - 23.04.2023 14:00","22228","22886"
"23.04.2023 14:00 - 23.04.2023 15:00","22238","22453"
"23.04.2023 15:00 - 23.04.2023 16:00","22033","22742"
"23.04.2023 16:00 - 23.04.2023 17:00","22255","22709"
"23.04.2023 17:00 - 23.04.2023 18:00","23211","23958"
"23.04.2023 18:00 - 23.04.2023 19:00","24421","24336"
"23.04.2023 19:00 - 23.04.2023 20:00","25873","25865"
"23.04.2023 20:00 - 23.04.2023 21:00","27787","27599"
"23.04.2023 21:00 - 23.04.2023 22:00","27014","26770"
"23.04.2023 22:00 - 23.04.2023 23:00","25501","24962"
"23.04.2023 23:00 - 24.04.2023 00:00","23196","22937"
"24.04.2023 00:00 - 24.04.2023 01:00","21261","21258"
"24.04.2023 01:00 - 24.04.2023 02:00","19998","19971"
"24.04.2023 02:00 - 24.04.2023 03:00","19469","19077"
"24.04.2023 03:00 - 24.04.2023 04:00","19243","18924"
"24.04.2023 04:00 - 24.04.2023 05:00","19739","19151"
"24.04.2023 05:00 - 24.04.2023 06:00","21264","20337"
"24.04.2023 06:00 - 24.04.2023 07:00","23800","22298"
"24.04.2023 07:00 - 24.04.2023 08:00","27035","25114"
"24.04.2023 08:00 - 24.04.2023 09:00","29860","28186"
"24.04.2023 09:00 - 24.04.2023 10:00","31362","29735"
"24.04.2023 10:00 - 24.04.2023 11:00","30755","28847"
"24.04.2023 11:00 - 24.04.2023 12:00","29605","28492"
"24.04.2023 12:00 - 24.04.2023 13:00","28625","28039"
"24.04.2023 13:00 - 24.04.2023 14:00","28157","27597"
"24.04.2023 14:00 - 24.04.2023 15:00","28136","27420"
"24.04.2023 15:00 - 24.04.2023 16:00","27918","27346"
"24.04.2023 16:00 - 24.04.2023 17:00","27940","27781"
"24.04.2023 17:00 - 24.04.2023 18:00","28300","27962"
"24.04.2023 18:00 - 24.04.2023 19:00","28598","27434"
"24.04.2023 19:00 - 24.04.2023 20:00","29786","28447"
"24.04.2023 20:00 - 24.04.2023 21:00","31293","29708"
"24.04.2023 21:00 - 24.04.2023 22:00","29474","28194"
"24.04.2023 22:00 - 24.04.2023 23:00","27230","25719"
"24.04.2023 23:00 - 25.04.2023 00:00","24554","23487"
"25.04.2023 00:00 - 25.04.2023 01:00","22483","21542"
"25.04.2023 01:00 - 25.04.2023 02:00","21059","20238"
"25.04.2023 02:00 - 25.04.2023 03:00","20153","19358"
"25.04.2023 03:00 - 25.04.2023 04:00","19505","19043"
"25.04.2023 04:00 - 25.04.2023 05:00","19295","18976"
"25.04.2023 05:00 - 25.04.2023 06:00","19357","19311"
"25.04.2023 06:00 - 25.04.2023 07:00","19399","19297"
"25.04.2023 07:00 - 25.04.2023 08:00","20309","20710"
"25.04.2023 08:00 - 25.04.2023 09:00","22176","22922"
"25.04.2023 09:00 - 25.04.2023 10:00","23952","24415"
"25.04.2023 10:00 - 25.04.2023 11:00","23949","25123"
"25.04.2023 11:00 - 25.04.2023 12:00","23238","25042"
"25.04.2023 12:00 - 25.04.2023 13:00","22638","24462"
"25.04.2023 13:00 - 25.04.2023 14:00","21870","23403"
"25.04.2023 14:00 - 25.04.2023 15:00","21310","23139"
"25.04.2023 15:00 - 25.04.2023 16:00","21921","23055"
"25.04.2023 16:00 - 25.04.2023 17:00","22837","22714"
"25.04.2023 17:00 - 25.04.2023 18:00","23405","23031"
"25.04.2023 18:00 - 25.04.2023 19:00","24848","23743"
"25.04.2023 19:00 - 25.04.2023 20:00","26238","25401"
"25.04.2023 20:00 - 25.04.2023 21:00","27867","27226"
"25.04.2023 21:00 - 25.04.2023 22:00","26743","26458"
"25.04.2023 22:00 - 25.04.2023 23:00","25045","24552"
"25.04.2023 23:00 - 26.04.2023 00:00","22686","22352"
"26.04.2023 00:00 - 26.04.2023 01:00","21805","20844"
"26.04.2023 01:00 - 26.04.2023 02:00","20103","19611"
"26.04.2023 02:00 - 26.04.2023 03:00","19434","19120"
"26.04.2023 03:00 - 26.04.2023 04:00","19263","18944"
"26.04.2023 04:00 - 26.04.2023 05:00","19706","19453"
"26.04.2023 05:00 - 26.04.2023 06:00","21745","21565"
"26.04.2023 06:00 - 26.04.2023 07:00","26328","26107"
"26.04.2023 07:00 - 26.04.2023 08:00","32328","31040"
"26.04.2023 08:00 - 26.04.2023 09:00","36282","35010"
"26.04.2023 09:00 - 26.04.2023 10:00","37286","35177"
"26.04.2023 10:00 - 26.04.2023 11:00","36813","34606"
"26.04.2023 11:00 - 26.04.2023 12:00","36097","33925"
"26.04.2023 12:00 - 26.04.2023 13:00","33962","31740"
"26.04.2023 13:00 - 26.04.2023 14:00","33556","31694"
"26.04.2023 14:00 - 26.04.2023 15:00","34927","33007"
"26.04.2023 15:00 - 26.04.2023 16:00","35293","33624"
"26.04.2023 16:00 - 26.04.2023 17:00","35316","34130"
"26.04.2023 17:00 - 26.04.2023 18:00","34633","33662"
